BAR,BRI,BUB,GRA,LEA,PIG,RAF,SAN,STR,WAT,WEA,WOL,WOO,accuracy,macro avg,weighted avg
0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.08974358974358974,0.06140350877192983
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.15384615384615385,0.10526315789473684
0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0989010989010989,0.06766917293233082
2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.10526315789473684,19.0,19.0
