BAR,BRI,BUI,FAB,FLO,FOO,GRA,LEA,MET,MIS,PAI,SAN,STO,TER,TIL,WAT,WHE,WOO,accuracy,macro avg,weighted avg
0.0,0.0,0.0,0.2,0.3333333333333333,0.2,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.13333333333333333,0.17254901960784313
0.0,0.0,0.0,0.25,0.5,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.16203703703703703,0.20588235294117646
0.0,0.0,0.0,0.22222222222222224,0.4,0.28571428571428575,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.14303350970017636,0.18412698412698414
3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.20588235294117646,34.0,34.0
