BAR,BRI,BUB,GRA,LEA,PIG,RAF,SAN,STR,WAT,WEA,WOL,WOO,accuracy,macro avg,weighted avg
1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8947368421052632,0.9230769230769231,0.9473684210526315
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.8947368421052632,0.9230769230769231,0.8947368421052632
1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.8947368421052632,0.8974358974358974,0.8947368421052632
2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.8947368421052632,19.0,19.0
