BAR,BRI,BUB,GRA,LEA,PIG,RAF,SAN,STR,WAT,WEA,WOL,WOO,accuracy,macro avg,weighted avg
0.5,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.6842105263157895,0.5769230769230769,0.5877192982456141
0.5,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6842105263157895,0.6923076923076923,0.6842105263157895
0.5,0.0,0.6666666666666666,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.5,0.8,1.0,0.6842105263157895,0.6128205128205128,0.619298245614035
2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.6842105263157895,19.0,19.0
