BAR,BRI,BUI,FAB,FLO,FOO,GRA,LEA,MET,MIS,PAI,SAN,STO,TER,TIL,WAT,WHE,WOO,accuracy,macro avg,weighted avg
0.16666666666666666,0.3333333333333333,1.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.29411764705882354,0.22685185185185183,0.23774509803921565
0.3333333333333333,0.5,0.5,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.29411764705882354,0.287037037037037,0.29411764705882354
0.2222222222222222,0.4,0.6666666666666666,0.0,0.5,0.0,0.0,0.28571428571428575,0.0,0.0,0.0,0.6666666666666666,0.0,0.8,0.0,0.8,0.0,0.0,0.29411764705882354,0.24118165784832454,0.2507002801120448
3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.29411764705882354,34.0,34.0
